"turmas";"especie";"tipo";"value"
11;"mamifero";"exotica";1
11;"mamifero";"exotica";1
11;"mamifero";"exotica";1
11;"mamifero";"exotica";1
11;"mamifero";"exotica";0
11;"mamifero";"exotica";1
11;"mamifero";"exotica";1
11;"mamifero";"exotica";1
11;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";0
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";0
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
12;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";0
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";0
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";0
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";1
13;"mamifero";"exotica";0
13;"mamifero";"exotica";1
14;"mamifero";"exotica";1
14;"mamifero";"exotica";1
14;"mamifero";"exotica";0
14;"mamifero";"exotica";1
14;"mamifero";"exotica";1
14;"mamifero";"exotica";0
14;"mamifero";"exotica";0
14;"mamifero";"exotica";0
14;"mamifero";"exotica";0
14;"mamifero";"exotica";0
14;"mamifero";"exotica";0
14;"mamifero";"exotica";0
14;"mamifero";"exotica";1
14;"mamifero";"exotica";0
14;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
15;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
16;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";0
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";0
17;"mamifero";"exotica";1
17;"mamifero";"exotica";0
17;"mamifero";"exotica";0
17;"mamifero";"exotica";0
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";0
17;"mamifero";"exotica";1
17;"mamifero";"exotica";0
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
17;"mamifero";"exotica";1
1;"peixe";"exotica";1
1;"peixe";"exotica";1
1;"peixe";"exotica";1
1;"peixe";"exotica";1
1;"peixe";"exotica";1
1;"peixe";"exotica";0
1;"peixe";"exotica";0
1;"peixe";"exotica";1
1;"peixe";"exotica";1
1;"peixe";"exotica";1
1;"peixe";"exotica";1
1;"peixe";"exotica";1
1;"peixe";"exotica";1
1;"peixe";"exotica";1
2;"peixe";"exotica";0
2;"peixe";"exotica";0
2;"peixe";"exotica";1
2;"peixe";"exotica";1
2;"peixe";"exotica";1
2;"peixe";"exotica";0
2;"peixe";"exotica";1
2;"peixe";"exotica";1
2;"peixe";"exotica";1
2;"peixe";"exotica";1
2;"peixe";"exotica";0
2;"peixe";"exotica";1
2;"peixe";"exotica";1
2;"peixe";"exotica";1
2;"peixe";"exotica";0
2;"peixe";"exotica";1
2;"peixe";"exotica";0
2;"peixe";"exotica";1
3;"peixe";"exotica";1
3;"peixe";"exotica";1
3;"peixe";"exotica";0
3;"peixe";"exotica";1
3;"peixe";"exotica";1
3;"peixe";"exotica";1
3;"peixe";"exotica";1
3;"peixe";"exotica";1
3;"peixe";"exotica";1
3;"peixe";"exotica";0
3;"peixe";"exotica";1
3;"peixe";"exotica";0
3;"peixe";"exotica";0
3;"peixe";"exotica";0
3;"peixe";"exotica";0
3;"peixe";"exotica";1
3;"peixe";"exotica";1
3;"peixe";"exotica";1
4;"peixe";"exotica";1
4;"peixe";"exotica";1
4;"peixe";"exotica";1
4;"peixe";"exotica";1
4;"peixe";"exotica";1
4;"peixe";"exotica";1
4;"peixe";"exotica";0
4;"peixe";"exotica";0
4;"peixe";"exotica";1
4;"peixe";"exotica";1
4;"peixe";"exotica";0
4;"peixe";"exotica";0
4;"peixe";"exotica";1
4;"peixe";"exotica";0
4;"peixe";"exotica";1
4;"peixe";"exotica";1
4;"peixe";"exotica";1
4;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
5;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";0
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";1
6;"peixe";"exotica";0
6;"peixe";"exotica";1
6;"peixe";"exotica";0
6;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";0
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";0
7;"peixe";"exotica";0
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";1
7;"peixe";"exotica";0
7;"peixe";"exotica";1
7;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";0
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";0
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
8;"peixe";"exotica";1
9;"peixe";"exotica";0
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";0
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
9;"peixe";"exotica";1
10;"peixe";"exotica";0
10;"peixe";"exotica";1
10;"peixe";"exotica";1
10;"peixe";"exotica";0
10;"peixe";"exotica";0
10;"peixe";"exotica";1
10;"peixe";"exotica";1
10;"peixe";"exotica";1
10;"peixe";"exotica";1
10;"peixe";"exotica";0
10;"peixe";"exotica";1
10;"peixe";"exotica";0
10;"peixe";"exotica";1
10;"peixe";"exotica";1
10;"peixe";"exotica";0
10;"peixe";"exotica";1
10;"peixe";"exotica";1
10;"peixe";"exotica";1
10;"peixe";"exotica";1
10;"peixe";"exotica";1
10;"peixe";"exotica";1
10;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";0
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";0
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
11;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";0
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";0
12;"peixe";"exotica";0
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";0
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";1
12;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";0
13;"peixe";"exotica";0
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";0
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";0
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";1
13;"peixe";"exotica";0
14;"peixe";"exotica";1
14;"peixe";"exotica";1
14;"peixe";"exotica";1
14;"peixe";"exotica";0
14;"peixe";"exotica";1
14;"peixe";"exotica";1
14;"peixe";"exotica";0
14;"peixe";"exotica";1
14;"peixe";"exotica";1
14;"peixe";"exotica";1
14;"peixe";"exotica";1
14;"peixe";"exotica";1
14;"peixe";"exotica";0
14;"peixe";"exotica";1
14;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";0
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
15;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";0
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
16;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";0
17;"peixe";"exotica";0
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";0
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";0
17;"peixe";"exotica";1
17;"peixe";"exotica";0
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
17;"peixe";"exotica";1
1;"reptil";"exotica";1
1;"reptil";"exotica";0
1;"reptil";"exotica";0
1;"reptil";"exotica";1
1;"reptil";"exotica";1
1;"reptil";"exotica";1
1;"reptil";"exotica";0
1;"reptil";"exotica";1
1;"reptil";"exotica";1
1;"reptil";"exotica";1
1;"reptil";"exotica";1
1;"reptil";"exotica";1
1;"reptil";"exotica";1
1;"reptil";"exotica";1
2;"reptil";"exotica";0
2;"reptil";"exotica";0
2;"reptil";"exotica";0
2;"reptil";"exotica";1
2;"reptil";"exotica";0
2;"reptil";"exotica";1
2;"reptil";"exotica";0
2;"reptil";"exotica";1
2;"reptil";"exotica";0
2;"reptil";"exotica";0
2;"reptil";"exotica";0
2;"reptil";"exotica";1
2;"reptil";"exotica";0
2;"reptil";"exotica";1
2;"reptil";"exotica";1
2;"reptil";"exotica";0
2;"reptil";"exotica";0
2;"reptil";"exotica";0
3;"reptil";"exotica";1
3;"reptil";"exotica";0
3;"reptil";"exotica";1
3;"reptil";"exotica";1
3;"reptil";"exotica";1
3;"reptil";"exotica";0
3;"reptil";"exotica";0
3;"reptil";"exotica";1
3;"reptil";"exotica";1
3;"reptil";"exotica";1
3;"reptil";"exotica";0
3;"reptil";"exotica";1
3;"reptil";"exotica";0
3;"reptil";"exotica";0
3;"reptil";"exotica";0
3;"reptil";"exotica";0
3;"reptil";"exotica";0
3;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";0
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";0
4;"reptil";"exotica";1
4;"reptil";"exotica";1
4;"reptil";"exotica";0
4;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";0
5;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";0
5;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";1
5;"reptil";"exotica";1
6;"reptil";"exotica";1
6;"reptil";"exotica";0
6;"reptil";"exotica";0
6;"reptil";"exotica";0
6;"reptil";"exotica";1
6;"reptil";"exotica";1
6;"reptil";"exotica";0
6;"reptil";"exotica";0
6;"reptil";"exotica";1
6;"reptil";"exotica";0
6;"reptil";"exotica";0
6;"reptil";"exotica";1
6;"reptil";"exotica";1
6;"reptil";"exotica";0
6;"reptil";"exotica";0
6;"reptil";"exotica";0
6;"reptil";"exotica";0
6;"reptil";"exotica";1
6;"reptil";"exotica";0
6;"reptil";"exotica";0
6;"reptil";"exotica";0
6;"reptil";"exotica";1
6;"reptil";"exotica";0
6;"reptil";"exotica";0
6;"reptil";"exotica";1
6;"reptil";"exotica";0
6;"reptil";"exotica";0
7;"reptil";"exotica";1
7;"reptil";"exotica";1
7;"reptil";"exotica";0
7;"reptil";"exotica";0
7;"reptil";"exotica";1
7;"reptil";"exotica";0
7;"reptil";"exotica";0
7;"reptil";"exotica";1
7;"reptil";"exotica";1
7;"reptil";"exotica";0
7;"reptil";"exotica";1
7;"reptil";"exotica";1
7;"reptil";"exotica";0
7;"reptil";"exotica";1
7;"reptil";"exotica";0
7;"reptil";"exotica";1
7;"reptil";"exotica";1
7;"reptil";"exotica";0
7;"reptil";"exotica";1
7;"reptil";"exotica";0
7;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";0
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";0
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
8;"reptil";"exotica";1
9;"reptil";"exotica";0
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";0
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";1
9;"reptil";"exotica";0
9;"reptil";"exotica";0
9;"reptil";"exotica";1
10;"reptil";"exotica";0
10;"reptil";"exotica";0
10;"reptil";"exotica";1
10;"reptil";"exotica";1
10;"reptil";"exotica";1
10;"reptil";"exotica";0
10;"reptil";"exotica";1
10;"reptil";"exotica";0
10;"reptil";"exotica";0
10;"reptil";"exotica";0
10;"reptil";"exotica";0
10;"reptil";"exotica";1
10;"reptil";"exotica";1
10;"reptil";"exotica";0
10;"reptil";"exotica";1
10;"reptil";"exotica";0
10;"reptil";"exotica";1
10;"reptil";"exotica";1
10;"reptil";"exotica";1
10;"reptil";"exotica";1
10;"reptil";"exotica";1
10;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
11;"reptil";"exotica";1
12;"reptil";"exotica";0
12;"reptil";"exotica";0
12;"reptil";"exotica";0
12;"reptil";"exotica";1
12;"reptil";"exotica";0
12;"reptil";"exotica";0
12;"reptil";"exotica";1
12;"reptil";"exotica";0
12;"reptil";"exotica";1
12;"reptil";"exotica";1
12;"reptil";"exotica";0
12;"reptil";"exotica";0
12;"reptil";"exotica";0
12;"reptil";"exotica";0
12;"reptil";"exotica";1
12;"reptil";"exotica";0
12;"reptil";"exotica";0
12;"reptil";"exotica";1
12;"reptil";"exotica";0
12;"reptil";"exotica";1
13;"reptil";"exotica";0
13;"reptil";"exotica";0
13;"reptil";"exotica";0
13;"reptil";"exotica";1
13;"reptil";"exotica";0
13;"reptil";"exotica";0
13;"reptil";"exotica";0
13;"reptil";"exotica";0
13;"reptil";"exotica";1
13;"reptil";"exotica";1
13;"reptil";"exotica";1
13;"reptil";"exotica";1
13;"reptil";"exotica";1
13;"reptil";"exotica";0
13;"reptil";"exotica";1
13;"reptil";"exotica";1
13;"reptil";"exotica";0
13;"reptil";"exotica";1
13;"reptil";"exotica";1
13;"reptil";"exotica";1
13;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";1
14;"reptil";"exotica";0
14;"reptil";"exotica";1
14;"reptil";"exotica";1
15;"reptil";"exotica";0
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";0
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";0
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
15;"reptil";"exotica";1
16;"reptil";"exotica";0
16;"reptil";"exotica";0
16;"reptil";"exotica";0
16;"reptil";"exotica";0
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";0
16;"reptil";"exotica";0
16;"reptil";"exotica";0
16;"reptil";"exotica";0
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";0
16;"reptil";"exotica";1
16;"reptil";"exotica";1
16;"reptil";"exotica";0
17;"reptil";"exotica";0
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";0
17;"reptil";"exotica";0
17;"reptil";"exotica";1
17;"reptil";"exotica";0
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";0
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
17;"reptil";"exotica";1
1;"aves";"nativa";1
1;"aves";"nativa";1
1;"aves";"nativa";1
1;"aves";"nativa";1
1;"aves";"nativa";1
1;"aves";"nativa";1
1;"aves";"nativa";1
1;"aves";"nativa";1
1;"aves";"nativa";0
1;"aves";"nativa";1
1;"aves";"nativa";1
1;"aves";"nativa";0
1;"aves";"nativa";0
1;"aves";"nativa";0
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
2;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
3;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";0
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";1
4;"aves";"nativa";0
4;"aves";"nativa";1
4;"aves";"nativa";1
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
5;"aves";"nativa";0
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";0
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";0
6;"aves";"nativa";1
6;"aves";"nativa";0
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";1
6;"aves";"nativa";0
6;"aves";"nativa";1
6;"aves";"nativa";1
7;"aves";"nativa";1
7;"aves";"nativa";1
